"PFT","PFT_2","PFT_3","PFT_4"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
